category,rating,label,text_
Sports_and_Outdoors_5,5.0,CG,"Straps are sturdy and will last a long time.  I will keep my belt in the pocket.I bought this for a friend, and he is a big fan.  He has been using it for his golf swing since he was a kid.  It is a great pump for the money.  He's also going to use it for a lot of other uses as well."
Books_5,4.0,OR,"This book kept me reading. There are different definitions of 'lost' that are embodied in all the characters, and this, combined with intertwined mysteries, kept me engaged. Also enjoyed the device of alternating current day with past events."
Home_and_Kitchen_5,5.0,OR,"I have enjoyed using this coffeemaker on a daily basis.  I have not had the error problem that some reviewers have mentioned but I use a travel mug to fill the container for the single brew side which keeps it from overfilling. ,  I can't speak to the durability as yet since  have only had it for about 3 weeks but it works very well so far.
Update 9/21/14:  Have now had this for about 10 months.  It still works very well; am using on a daily basis and have not even had to do any deep cleaning(vinegar rinse etc).  Have been very satisfied with brew results from the k cups and from the carafe.  Not as satisfied with the single cup loose grounds brew though; don't use that option very often so haven't mastered the right portion of water for the strength I want.
The only errors I have had is when I wanted to brew a single cup but left the selector on the carafe setting.  That's ok thought as long as the carafe is always left in place because the single cup will just come out into the carafe. If you do not leave the carafe in place all the time though you would have a cup of coffee pouring onto the counter. If you do the opposite though and leave the selector on the single cup setting when you want to brew a carafe, it will not cause a problem because the machine just gives an error message and doesn't let the water come through - very clever, almost foolproof design."
Pet_Supplies_5,5.0,OR,My picky dog loves these and it's an excellent source of omega 3
Kindle_Store_5,5.0,OR,After stepping out Roman is saying what he thinks with his Alpha who is his cousin he is sentenced to death. After the pack Beta saves him he starts running and without knowing it he is running right for the arms of his Mate. William is mad about what has happened to Roman so far. He want to protect him and keep him from harms way. Will he succeed? Youll have to read to find out. I cant wait to continue reading the series!!
Pet_Supplies_5,5.0,CG,Perfect size for my Maltese.  She is a very playful puppy and I love that she can
Home_and_Kitchen_5,5.0,CG,Just what I expected!!! Made a real difference in the quality of my kitchen!This is a pretty
Home_and_Kitchen_5,5.0,OR,"This rack expands out to twice it's length, and you can fit shoes underneath it - so it ends up holding GOBS of shoes.  Great for a front hallway.  When extended out to it's max, it's easily 4.5-5 feet long.  Easy to put together and a total front hall saver!"
Toys_and_Games_5,5.0,CG,Bought this for my niece and she loves it!  It is easy to use and does not take up much room.
Toys_and_Games_5,5.0,CG,use these with mom in the bath and she loves them.  She also loves the baby dolls.
Pet_Supplies_5,4.0,OR,"I purchased this and the Forever Litter Tray at the same time, so I can't say much about the costliness of buying new trays every time. I use Just the Crystals instead of the name-brand stuff. With my one cat (female, average to small sized), I can easily go two weeks without touching the box and not have odor issues. I could probably get a bit more usage out of it if I mixed the litter more often instead of never, but I tend to want to be near it as little as possible.

This box has huge benefits for me. I only have to think about litter around every two weeks, there are far fewer litter granules tracked around my house and they're less dusty. My one gripe so far is that it takes up quite a bit of room, though it's far less conspicuous than a litter robot.

My cat took to it fairly quickly. I'm not sure if it helped, but I put a little bit of her old litter brand under the crystals the first time I set it up. I haven't had trouble getting her to change brands in the past."
Clothing_Shoes_and_Jewelry_5,1.0,OR,"I rated these a 5 star before I wore them to school. They are LOUD! Squeak squeak squeak all through the halls. Students turn and look, they are very much a disappointment and a waste--I cannot wear these in public without causing people to turn and look."
Electronics_5,1.0,OR,"I've already returned this case. The bottom piece would not say snapped on at all. The keyboard cover was great and the colors of the case were vibrant and really flashy. If the bottom piece was fixed, this case would be great. But as it is? Save your money."
Home_and_Kitchen_5,5.0,CG,"I like that these have a button that you can press to open or close the lid.  The other two have the same button,"
Clothing_Shoes_and_Jewelry_5,3.0,CG,Nice design.  Very lightweight and comfortable.  Great for walking in.  Great for warm weather.
Pet_Supplies_5,5.0,OR,"My Shih Tzu Mia absolutey loves these ! She has been having 1 every night before bed for at least a few years now.
On the few occassions we mistaenly run out, or can't find them, she gets depressed. It's awesome to be able to order them online
in the event we cant find them locally !"
Toys_and_Games_5,5.0,OR,Such a great product and good price. Easy to travel with.
Clothing_Shoes_and_Jewelry_5,5.0,CG,This outfit is so well made and the quality is just right.  The only reason I ordered this is because I had to get a size down and the waist was too short
Clothing_Shoes_and_Jewelry_5,5.0,OR,As with all the Eastland shoes I have puchased the fit and quality was very good.
